timestamp,quantity,price,feature1,feature2,feature1_scaled,feature1_binned,feature1_squared,feature1_log,interaction_feature1_price,feature1_no_outliers
2020-01-01,32,90000,-1.2390310871012973,Blue,0.2935099671572925,low,1.5351980348034224,,-111512.79783911676,-1.2390310871012973
2020-01-02,27,75000,-1.4308371323373532,Blue,0.2614774275458139,low,2.0472948992753803,,-107312.78492530149,-1.4308371323373532
2020-01-03,118,60000,-0.21909243557926805,Blue,0.46384466758839166,medium,0.04800149532805572,-0.2472984915622019,-13145.546134756083,-0.21909243557926805
2020-01-04,142,75000,0.564625410167003,Green,0.5947293480331294,medium,0.3188018538062563,0.44764644081637356,42346.905762525224,0.564625410167003
2020-01-05,106,90000,-2.4323939394787617,Green,0.09421258425883972,low,5.91654027681301,,-218915.45455308855,-2.4323939394787617
2020-01-06,23,90000,1.312784967150388,Green,0.7196756218342613,high,1.723404369976045,0.8384524118503746,118150.64704353492,1.312784967150388
2020-01-07,82,75000,2.5038474698222686,Red,0.9185888351776113,high,6.269252152135376,1.2538616418248099,187788.56023667014,2.5038474698222686
2020-01-08,108,75000,0.9680878733107567,Blue,0.6621095357456257,medium,0.9371941304513438,0.6770624487057713,72606.59049830676,0.9680878733107567
2020-01-09,78,60000,-0.8797570946856688,Green,0.3535104659907062,medium,0.7739725456497687,-2.118241371201824,-52785.42568114013,-0.8797570946856688
2020-01-10,35,60000,1.336403470436748,Blue,0.7236200264079183,high,1.785974235795384,0.8486127685607381,80184.20822620488,1.336403470436748
2020-01-11,25,90000,-2.0549494743071866,Blue,0.15724764015012838,low,4.222817341955382,,-184945.4526876468,-2.0549494743071866
2020-01-12,158,75000,-2.2053564726832047,Green,0.13212894210599752,low,4.863597171605706,,-165401.73545124035,-2.2053564726832047
2020-01-13,73,75000,-1.4829358283241714,Red,0.25277669269227854,low,2.1990986709274964,,-111220.18712431286,-1.4829358283241714
2020-01-14,11,90000,2.1247453976644346,Blue,0.8552769508819714,high,4.514543004896196,1.1393528071218992,191227.0857897991,2.1247453976644346
2020-01-15,133,60000,1.2273316280060822,Green,0.7054044998385791,high,1.50634292510406,0.8008042896298625,73639.89768036493,1.2273316280060822
2020-01-16,138,60000,-0.157806233099679,Blue,0.47407976057593787,medium,0.024902807205110226,-0.1717451642549563,-9468.373985980741,-0.157806233099679
2020-01-17,158,60000,-2.025889955074165,Red,0.1621007207700676,low,4.104230110070402,,-121553.3973044499,-2.025889955074165
2020-01-18,175,90000,-1.4823772173339589,Green,0.2528699834363183,low,2.197442214470771,,-133413.9495600563,-1.4823772173339589
2020-01-19,52,90000,-0.7239829540503342,Red,0.3795255028171231,medium,0.5241513177554483,-1.2872926544849048,-65158.46586453008,-0.7239829540503342
2020-01-20,20,60000,-1.4794755250490084,Red,0.2533545801180527,low,2.188847829219039,,-88768.5315029405,-1.4794755250490084
2020-01-21,83,60000,2.0651200483095176,Blue,0.8453192284196317,high,4.264720813929904,1.1200867360957063,123907.20289857105,2.0651200483095176
2020-01-22,71,75000,2.8327628383318366,Green,0.9735192966114006,high,8.024545298233843,1.3435859108425887,212457.21287488774,2.8327628383318366
2020-01-23,30,60000,1.1691194186619,Red,0.695682778610271,high,1.366840215092339,0.7743212873424797,70147.165119714,1.1691194186619
2020-01-24,96,90000,2.647344118070186,Green,0.9425534712424382,high,7.008430879480811,1.2939992638518578,238260.97062631673,2.647344118070186
2020-01-25,117,60000,1.7964691465209572,Blue,0.8004532251473646,high,3.2273013944017364,1.0283576023278713,107788.14879125744,1.7964691465209572
2020-01-26,57,75000,1.834385195867517,Blue,0.8067853892410963,high,3.364969046817909,1.041825051533864,137578.88969006378,1.834385195867517
2020-01-27,74,75000,-1.4752923505313036,Green,0.25405319054649456,low,2.176487519536179,,-110646.92628984778,-1.4752923505313036
2020-01-28,53,60000,-0.41499077107338866,Blue,0.4311286956605239,medium,0.1722173400760857,-0.5361276559317941,-24899.44626440332,-0.41499077107338866
2020-01-29,187,75000,1.4029336782502249,Red,0.7347308937141198,high,1.9682229055687055,0.8766903568105043,105220.02586876687,1.4029336782502249
2020-01-30,134,90000,0.5065576799474156,Blue,0.5850317555192,medium,0.25660068311370837,0.40982736624154553,45590.191195267405,0.5065576799474156
2020-01-31,121,60000,0.3325644810742854,Blue,0.5559740476238509,medium,0.11059913407220871,0.2871052669371738,19953.868864457123,0.3325644810742854
2020-02-01,64,60000,-0.3620964671734521,Blue,0.43996230089340943,medium,0.1311138515394949,-0.4495682095358184,-21725.788030407126,-0.3620964671734521
2020-02-02,106,90000,2.4944681094130248,Blue,0.9170224365092602,high,6.22237114887859,1.2511811779563682,224502.12984717224,2.4944681094130248
2020-02-03,178,90000,0.268433345154484,Red,0.5452638369568621,medium,0.07205646079082635,0.23778255248384003,24159.00106390356,0.268433345154484
2020-02-04,113,75000,0.6485646268954799,Blue,0.6087476042434711,medium,0.420636075260073,0.4999049862161602,48642.347017160995,0.6485646268954799
2020-02-05,43,75000,-0.7293987905990766,Red,0.37862103185238694,medium,0.5320225957273956,-1.307109093924604,-54704.909294930745,-0.7293987905990766
2020-02-06,89,90000,-2.127654982470358,Red,0.14510546774183308,low,4.52691572443094,,-191488.94842233224,-2.127654982470358
2020-02-07,38,75000,-2.7512975296627573,Green,0.040954138351988356,low,7.569638096728391,,-206347.3147247068,-2.7512975296627573
2020-02-08,27,75000,-1.9130583512167276,Blue,0.18094414572855583,low,3.6597922551600646,,-143479.37634125457,-1.9130583512167276
2020-02-09,80,75000,-1.793138242188451,Blue,0.20097138542234938,low,3.215344755598688,,-134485.36816413383,-1.793138242188451
2020-02-10,65,75000,-1.305136752060561,Red,0.2824700005663297,low,1.7033819415791902,,-97885.25640454207,-1.305136752060561
2020-02-11,7,90000,2.067595620661802,Blue,0.8457326610063784,high,4.274951650579862,1.1208940692969735,186083.60585956217,2.067595620661802
2020-02-12,86,90000,2.488769687786962,Blue,0.9160707724663719,high,6.193974558847213,1.2495491490733854,223989.2719008266,2.488769687786962
2020-02-13,84,60000,2.3245325183091508,Red,0.8886423687864958,high,5.403451428676682,1.2013290682260258,139471.95109854903,2.3245325183091508
2020-02-14,66,75000,0.8782034554791878,Green,0.6470984021231115,medium,0.7712413092155858,0.6303157111690221,65865.25916093908,0.8782034554791878
2020-02-15,7,75000,-1.2688258810088169,Green,0.28853409210140524,low,1.6099191163178004,,-95161.94107566126,-1.2688258810088169
2020-02-16,31,60000,2.501606469205649,Blue,0.918214577208146,high,6.258034926771555,1.2532218543927418,150096.38815233894,2.501606469205649
2020-02-17,101,60000,-2.3659147577658146,Red,0.10531492995882996,low,5.597552641014073,,-141954.88546594887,-2.3659147577658146
2020-02-18,136,60000,-1.1862576593496221,Blue,0.3023233854872965,low,1.407207234365644,,-71175.45956097732,-1.1862576593496221
2020-02-19,17,60000,-0.03374958188156185,Green,0.4947978228733024,medium,0.001139034277180248,-0.03433224635776517,-2024.974912893711,-0.03374958188156185
2020-02-20,185,60000,0.4185716244845419,Blue,0.5703376576173136,medium,0.17520220482362833,0.34965046710767916,25114.297469072513,0.4185716244845419
2020-02-21,154,60000,1.3879730349323527,Red,0.7322323937366912,high,1.926469145699326,0.8704449035622267,83278.38209594117,1.3879730349323527
2020-02-22,145,75000,0.47780917170225745,Green,0.5802306152423092,medium,0.22830160456279736,0.3905607016748843,35835.68787766931,0.47780917170225745
2020-02-23,121,60000,1.692438172297222,Red,0.7830795480114778,high,2.864346967048761,0.9904471668496464,101546.29033783331,1.692438172297222
2020-02-24,125,90000,2.9362201523718383,Green,0.9907971697149567,high,8.6213887831945,1.3702209106471142,264259.81371346547,2.9362201523718383
2020-02-25,197,75000,-2.685941893641168,Blue,0.05186884647351003,low,7.214283856016703,,-201445.6420230876,-2.685941893641168
2020-02-26,13,75000,-0.7137200038616953,Blue,0.3812394652631118,medium,0.5093962439123384,-1.2507849396009654,-53529.00028962715,-0.7137200038616953
2020-02-27,106,75000,1.1714251310362158,Red,0.6960678437570553,high,1.3722368376232155,0.7753836944044459,87856.88482771619,1.1714251310362158
2020-02-28,120,60000,1.0623831616691337,Blue,0.6778573061341875,high,1.1286579821981046,0.7238621887343974,63742.98970014802,1.0623831616691337
2020-02-29,35,60000,0.47265763975449104,Red,0.5793702844275347,medium,0.22340524441828624,0.3870686866739704,28359.458385269463,0.47265763975449104
2020-03-01,154,90000,-2.2238760873677066,Blue,0.12903607665308364,low,4.945624851965899,,-200148.8478630936,-2.2238760873677066
2020-03-02,189,60000,-1.0206431585665041,Green,0.32998181017376316,low,1.04171245712861,,-61238.58951399025,-1.0206431585665041
2020-03-03,45,90000,-1.8482910900720328,Green,0.19176059239263843,low,3.4161799536396633,,-166346.19810648295,-1.8482910900720328
2020-03-04,57,75000,2.398667234400164,Red,0.9010232258488919,high,5.75360450138493,1.2233833648916939,179900.0425800123,2.398667234400164
2020-03-05,13,90000,2.1050582552483643,Red,0.8519891026366073,high,4.431270257989287,1.1330324769641493,189455.24297235277,2.1050582552483643
2020-03-06,12,60000,-0.49445649340720443,Blue,0.41785753470582104,medium,0.24448722387254881,-0.6821211777705252,-29667.389604432265,-0.49445649340720443
2020-03-07,59,75000,1.8634478735671713,Red,0.8116389973402784,high,3.4724379775020124,1.0520264489379343,139758.59051753784,1.8634478735671713
2020-03-08,101,60000,1.2160855621765885,Red,0.7035263523134935,high,1.4788640945343492,0.7957423792301667,72965.1337305953,1.2160855621765885
2020-03-09,80,60000,0.03459542701674945,Blue,0.5062117707605428,medium,0.0011968435704712375,0.03401045852797262,2075.725621004967,0.03459542701674945
2020-03-10,179,75000,2.5277251622915218,Green,0.9225765256016056,high,6.3893944960817,1.2606532332652318,189579.38717186413,2.5277251622915218
2020-03-11,145,75000,-1.8532508448963283,Green,0.1909322892874003,low,3.4345386941089546,,-138993.81336722462,-1.8532508448963283
2020-03-12,33,90000,-1.3343458913285156,Blue,0.27759193267505733,low,1.7804789577052906,,-120091.1302195664,-1.3343458913285156
2020-03-13,151,75000,-1.418172802725705,Red,0.263592431999603,low,2.0112140983908815,,-106362.96020442787,-1.418172802725705
2020-03-14,193,90000,-1.8574941083217,Red,0.19022364372001022,low,3.4502843624498274,,-167174.469748953,-1.8574941083217
2020-03-15,129,90000,0.4302794517769639,Blue,0.5722929215457643,medium,0.18514040662148462,0.3578698460027059,38725.15065992675,0.4302794517769639
2020-03-16,130,60000,-0.15446515266010596,Red,0.47463773721006347,medium,0.02385948338630984,-0.16778589642493788,-9267.909159606357,-0.15446515266010596
2020-03-17,90,90000,-1.1794667386588147,Blue,0.30345750217146555,low,1.3911417876024608,,-106152.00647929333,-1.1794667386588147
2020-03-18,70,60000,0.4930716072672987,Blue,0.5827795159883892,medium,0.24311960989315726,0.4008354794077832,29584.296436037923,0.4930716072672987
2020-03-19,41,75000,1.1702828862059906,Green,0.6958770833317247,high,1.3695620337466237,0.7748575213628491,87771.2164654493,1.1702828862059906
2020-03-20,39,60000,1.222679125204671,Red,0.7046275093110109,high,1.4949442432112594,0.7987132814257863,73360.74751228026,1.222679125204671
2020-03-21,121,90000,2.6886350336547853,Green,0.9494492543624651,high,7.228758344195868,1.305256480040362,241977.15302893068,2.6886350336547853
2020-03-22,172,60000,-1.6311615403649262,Red,0.22802228004307512,low,2.6606879707656788,,-97869.69242189557,-1.6311615403649262
2020-03-23,42,90000,0.8257546990514713,Green,0.6383392054785222,medium,0.6818708230055859,0.6019934352797823,74317.9229146324,0.8257546990514713
2020-03-24,19,75000,-0.14425892576622346,Green,0.4763422265907797,medium,0.02081063766322477,-0.15578743196947387,-10819.419432466759,-0.14425892576622346
2020-03-25,28,60000,-2.67277253401194,Green,0.05406819338909802,low,7.143713018568608,,-160366.35204071642,-2.67277253401194
2020-03-26,62,75000,0.19263671587694375,Blue,0.5326054323337894,medium,0.037108904303854356,0.17616658364664733,14447.753690770782,0.19263671587694375
2020-03-27,23,90000,2.376196241475963,Blue,0.8972704610699307,high,5.646308578004493,1.2167497034435988,213857.66173283666,2.376196241475963
2020-03-28,188,75000,1.113491597394102,Green,0.6863926627222758,high,1.2398635374672689,0.7483413653338624,83511.86980455765,1.113491597394102
2020-03-29,167,75000,-0.07399029384629863,Blue,0.4880774288501727,medium,0.005474563583461617,-0.07687056258343854,-5549.272038472397,-0.07399029384629863
2020-03-30,115,60000,1.3502218925087472,Red,0.7259277698987174,high,1.823099159009903,0.8545097460427065,81013.31355052484,1.3502218925087472
2020-03-31,64,75000,-1.4862263180246424,Blue,0.2522271649568947,low,2.2088686683890857,,-111466.97385184819,-1.4862263180246424
2020-04-01,17,75000,2.851729144619049,Blue,0.9766867617279502,high,8.132359114269692,1.3485221759441695,213879.68584642868,2.851729144619049
2020-04-02,122,60000,1.601608169558487,Green,0.7679104971243773,high,2.565148728796487,0.9561297805718695,96096.49017350921,1.601608169558487
2020-04-03,159,90000,-0.6952042403075795,Green,0.3843316875585773,medium,0.4833089357416388,-1.1881133670366895,-62568.38162768216,-0.6952042403075795
2020-04-04,60,60000,0.9805839135384815,Blue,0.6641964350562736,medium,0.9615448114904441,0.6833917070577836,58835.03481230889,0.9805839135384815
2020-04-05,155,60000,-0.435470569893722,Green,0.42770846995210016,medium,0.18963461724356304,-0.5717627619307055,-26128.23419362332,-0.435470569893722
2020-04-06,22,60000,1.8319706279954628,Red,0.8063821446983553,high,3.3561163818380906,1.0409728043071607,109918.23767972777,1.8319706279954628
2020-04-07,18,60000,2.4605775564021775,Green,0.9113625498230047,high,6.054441911070111,1.2414354989550611,147634.65338413065,2.4605775564021775
2020-04-08,137,75000,-1.2347717181671796,Blue,0.2942213024227379,low,1.5246611959855287,,-92607.87886253846,-1.2347717181671796
2020-04-09,19,75000,-1.7826386529434575,Red,0.20272486773819914,low,3.1778005669680645,,-133697.8989707593,-1.7826386529434575
2020-04-10,169,60000,-1.2609594057407716,Red,0.2898478316152786,low,1.5900186229261197,,-75657.56434444629,-1.2609594057407716
2020-04-11,62,75000,0.6079893242928587,Green,0.6019713319614028,medium,0.3696510184540869,0.474984531613379,45599.1993219644,0.6079893242928587
2020-04-12,70,60000,-2.512553478929483,Red,0.08082555248133222,low,6.312924984480649,,-150753.208735769,-2.512553478929483
2020-04-13,165,60000,2.2088934425239195,Green,0.8693300824027876,high,4.879210240425172,1.1659261557564877,132533.60655143516,2.2088934425239195
2020-04-14,101,90000,-1.1007864079780507,Red,0.31659749891178746,low,1.2117307159892194,,-99070.77671802457,-1.1007864079780507
2020-04-15,131,90000,-2.290372140454036,Blue,0.11793091335193018,low,5.245804541768003,,-206133.49264086323,-2.290372140454036
2020-04-16,145,75000,0.44573998238328505,Blue,0.5748749051242901,medium,0.19868413189505127,0.3686212890218339,33430.49867874638,0.44573998238328505
2020-04-17,140,75000,1.5656859706511277,Blue,0.7619113157220642,high,2.451372558693764,0.9422258778200874,117426.44779883458,1.5656859706511277
2020-04-18,56,75000,-1.1297739854907114,Red,0.31175643290798993,low,1.2763892582915661,,-84733.04891180336,-1.1297739854907114
2020-04-19,11,75000,-1.3590895017962958,Blue,0.2734596297465197,low,1.8471242738929037,,-101931.7126347222,-1.3590895017962958
2020-04-20,193,90000,2.7888258417974736,Green,0.9661816051420609,high,7.777549575877387,1.3320561668200037,250994.32576177263,2.7888258417974736
2020-04-21,31,90000,0.637462942270143,Blue,0.6068935690795763,medium,0.40635900276770764,0.4931480575964705,57371.664804312866,0.637462942270143
2020-04-22,131,90000,0.13904465924598508,Green,0.5236552990114582,medium,0.019333417264832103,0.13018989286757535,12514.019332138658,0.13904465924598508
2020-04-23,65,60000,2.5273505481643177,Green,0.922513963225879,high,6.387500793306478,1.2605470362113855,151641.03288985905,2.5273505481643177
2020-04-24,40,90000,0.7259048752612247,Red,0.6216638007391986,medium,0.5269378879280142,0.5457514783158317,65331.43877351022,0.7259048752612247
2020-04-25,49,90000,-1.192800109633145,Green,0.30123076456596337,low,1.422772101540843,,-107352.00986698306,-1.192800109633145
2020-04-26,174,75000,-0.5802044072073862,Green,0.40353721731423114,medium,0.33663715414287443,-0.8679873700008464,-43515.330540553965,-0.5802044072073862
2020-04-27,182,90000,1.2342135322765087,Green,0.706553811221719,high,1.5232830432544564,0.8038892790141253,111079.21790488578,1.2342135322765087
2020-04-28,173,75000,0.8770016042281279,Green,0.6468976871364733,medium,0.7691318138187099,0.6296756122806862,65775.1203171096,0.8770016042281279
